,Unnamed: 0,Date,Event,City,State,Country,Winner,Loser,WeightClass,Round,Method,fighter1,reach_x,stance_x,wins_x,loss_x,no_contest_x,splm_x,sig_acc_x,sig_absorbed_x,sig_strike_defense_x,average_takedown_x,takedown_acc_x,takedown_defense_x,sub_average_x,fighter2,reach_y,stance_y,wins_y,loss_y,no_contest_y,splm_y,sig_acc_y,sig_absorbed_y,sig_strike_defense_y,average_takedown_y,takedown_acc_y,takedown_defense_y,sub_average_y,reach_diff,splm_diff,sig_acc_diff,sig_absored_diff,sig_strike_defense_diff,takedown_acc_diff,average_takedown_diff,sub_average_diff,takedown_defense_diff,theWinner
56,57,2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Timur Valiev,Martin Day,Featherweight,3,U-DEC,Timur Valiev,67.0,1,17,2,0,5.5,71.0,1.55,56.0,2.73,66.0,66.0,0.0,Martin Day,73.0,1,8,6,0,3.97,45.0,3.79,53.0,0.72,60.0,60.0,0.5,-6.0,1.5299999999999998,26.0,-2.24,3.0,6.0,2.01,-0.5,6.0,fighter1
57,58,2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Ode Osbourne,Jerome Rivera,Featherweight,1,KO/TKO,Ode Osbourne,73.0,2,9,3,0 ,4.3,54.0,3.04,42.0,1.9,100.0,100.0,1.9,Jerome Rivera,72.0,2,10,5,0,3.08,34.0,2.47,51.0,0.0,0.0,0.0,0.0,1.0,1.2199999999999998,20.0,0.5699999999999998,-9.0,100.0,1.9,1.9,100.0,fighter1
58,59,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Dustin Poirier,Conor McGregor,Lightweight,2,KO/TKO,Dustin Poirier,72.0,2,27,6,0,5.59,50.0,4.17,54.0,1.47,36.0,36.0,1.3,Conor McGregor,74.0,2,22,5,0,5.32,49.0,4.54,54.0,0.7,55.0,55.0,0.0,-2.0,0.2699999999999996,1.0,-0.3700000000000001,0.0,-19.0,0.77,1.3,-19.0,fighter1
59,60,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Michael Chandler,Dan Hooker,Lightweight,1,KO/TKO,Michael Chandler,71.0,1,22,5,0,4.29,49.0,3.76,52.0,2.37,41.0,41.0,1.4,Dan Hooker,75.0,3,20,10,0,4.95,48.0,4.92,51.0,0.72,34.0,34.0,0.3,-4.0,-0.6600000000000001,1.0,-1.1600000000000001,1.0,7.0,1.6500000000000001,1.0999999999999999,7.0,fighter1
60,61,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Joanne Calderwood,Jessica Eye,Women's Flyweight,3,U-DEC,Joanne Calderwood,65.0,1,15,5,0,6.59,49.0,4.4,53.0,1.8,55.0,55.0,0.5,Jessica Eye,66.0,1,15,9,0,3.76,37.0,4.01,55.0,0.45,40.0,40.0,0.5,-1.0,2.83,12.0,0.39000000000000057,-2.0,15.0,1.35,0.0,15.0,fighter1
61,62,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Makhmud Muradov,Andrew Sanchez,Middleweight,3,KO/TKO,Makhmud Muradov,75.0,1,25,6,0,5.32,42.0,2.92,64.0,0.36,16.0,16.0,0.4,Andrew Sanchez,74.0,1,13,6,0,4.48,42.0,5.05,51.0,1.92,31.0,31.0,0.0,1.0,0.8399999999999999,0.0,-2.13,13.0,-15.0,-1.56,0.4,-15.0,fighter1
62,63,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Marina Rodriguez,Amanda Ribas,Women's Strawweight,2,KO/TKO,Marina Rodriguez,65.0,1,13,1,2,4.86,50.0,3.16,53.0,0.36,33.0,33.0,0.2,Amanda Ribas,66.0,1,10,2,0,4.25,44.0,1.78,71.0,2.31,58.0,58.0,1.6,-1.0,0.6100000000000003,6.0,1.3800000000000001,-18.0,-25.0,-1.9500000000000002,-1.4000000000000001,-25.0,fighter1
63,64,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Arman Tsarukyan,Matt Frevola,Lightweight,3,U-DEC,Arman Tsarukyan,72.0,1,16,2,0,3.35,44.0,1.43,62.0,3.5,35.0,35.0,0.0,Matt Frevola,71.0,1,8,2,1,2.73,37.0,3.44,58.0,2.59,37.0,37.0,1.1,1.0,0.6200000000000001,7.0,-2.01,4.0,-2.0,0.9100000000000001,-1.1,-2.0,fighter1
64,65,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Brad Tavares,Antonio Carlos Junior,Middleweight,3,U-DEC,Brad Tavares,74.0,1,18,7,0,3.04,41.0,2.73,56.0,0.97,27.0,27.0,0.0,Antonio Carlos Junior,79.0,1,11,5,0,1.95,42.0,2.14,52.0,3.42,39.0,39.0,0.8,-5.0,1.09,-1.0,0.5899999999999999,4.0,-12.0,-2.45,-0.8,-12.0,fighter1
65,66,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Julianna Pena,Sara McMann,Women's Bantamweight,3,SUB,Julianna Pena,69.0,1,11,4,0,2.8,47.0,1.7,53.0,2.49,53.0,53.0,0.8,Sara McMann,66.0,1,12,6,0,2.32,45.0,1.94,48.0,4.41,65.0,65.0,0.5,3.0,0.48,2.0,-0.24,5.0,-12.0,-1.92,0.30000000000000004,-12.0,fighter1
66,67,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Marcin Prachnio,Khalil Rountree Jr.,Light Heavyweight,3,U-DEC,Marcin Prachnio,74.0,1,14,5,0,5.4,47.0,3.71,58.0,0.0,0.0,0.0,0.0,Khalil Rountree Jr.,76.0,2,9,5,0 ,3.06,38.0,3.63,49.0,0.0,0.0,0.0,0.2,-2.0,2.3400000000000003,9.0,0.08000000000000007,9.0,0.0,0.0,-0.2,0.0,fighter1
67,68,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Movsar Evloev,Nik Lentz,Catch Weight,3,S-DEC,Movsar Evloev,72.0,1,14,0,0,4.7,44.0,2.83,64.0,2.75,37.0,37.0,0.0,Nik Lentz,68.0,1,30,12,0,3.44,47.0,3.25,50.0,3.3,32.0,32.0,1.2,4.0,1.2600000000000002,-3.0,-0.41999999999999993,14.0,5.0,-0.5499999999999998,-1.2,5.0,fighter1
68,69,2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Amir Albazi,Zhalgas Zhumagulov,Flyweight,3,U-DEC,Amir Albazi,68.0,1,14,1,0,4.06,40.0,3.15,58.0,2.28,75.0,75.0,0.8,Zhalgas Zhumagulov,66.0,3,13,5,0,4.17,49.0,4.0,58.0,1.5,21.0,21.0,0.0,2.0,-0.11000000000000032,-9.0,-0.8500000000000001,0.0,54.0,0.7799999999999998,0.8,54.0,fighter1
69,70,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Michael Chiesa,Neil Magny,Welterweight,5,U-DEC,Michael Chiesa,75.0,2,18,4,0,1.89,40.0,1.71,54.0,3.6,52.0,52.0,0.9,Neil Magny,80.0,1,24,9,0,3.67,47.0,2.05,56.0,2.46,45.0,45.0,0.3,-5.0,-1.78,-7.0,-0.33999999999999986,-2.0,7.0,1.1400000000000001,0.6000000000000001,7.0,fighter1
70,71,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Warlley Alves,Mounir Lazzez,Welterweight,1,KO/TKO,Warlley Alves,72.0,1,15,4,0,3.09,47.0,3.62,50.0,1.48,54.0,54.0,1.0,Mounir Lazzez,76.0,1,10,2,0,5.69,55.0,4.78,45.0,3.41,100.0,100.0,0.0,-4.0,-2.6000000000000005,-8.0,-1.1600000000000001,5.0,-46.0,-1.9300000000000002,1.0,-46.0,fighter1
71,72,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Ike Villanueva,Vinicius Moreira,Light Heavyweight,2,KO/TKO,Ike Villanueva,73.0,1,17,11,0,3.62,40.0,6.93,37.0,0.0,0.0,0.0,0.0,Vinicius Moreira,76.0,1,9,5,0,3.15,59.0,5.07,43.0,1.97,18.0,18.0,1.3,-3.0,0.4700000000000002,-19.0,1.8599999999999994,-6.0,-18.0,-1.97,-1.3,-18.0,fighter1
72,73,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Viviane Araujo,Roxanne Modafferi,Women's Flyweight,3,U-DEC,Viviane Araujo,68.0,1,10,2,0,4.97,48.0,4.84,60.0,2.33,64.0,64.0,0.2,Roxanne Modafferi,69.0,1,25,19,0,3.13,30.0,5.03,53.0,1.42,23.0,23.0,0.1,-1.0,1.8399999999999999,18.0,-0.1900000000000004,7.0,41.0,0.9100000000000001,0.1,41.0,fighter1
73,74,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Matt Schnell,Tyson Nam,Flyweight,3,S-DEC,Matt Schnell,70.0,1,15,5,0,4.2,36.0,4.02,62.0,0.48,33.0,33.0,1.2,Tyson Nam,68.0,1,20,12,0,3.64,31.0,5.69,64.0,0.0,0.0,0.0,0.0,2.0,0.56,5.0,-1.6700000000000008,-2.0,33.0,0.48,1.2,33.0,fighter1
74,75,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Lerone Murphy,Douglas Silva de Andrade,Featherweight,3,U-DEC,Lerone Murphy,73.0,1,10,0,1,2.86,42.0,2.07,63.0,0.87,33.0,33.0,0.9,Douglas Silva de Andrade,68.0,1,26,4,0,3.77,38.0,4.26,58.0,0.7,50.0,50.0,0.0,5.0,-0.9100000000000001,4.0,-2.19,5.0,-17.0,0.17000000000000004,0.9,-17.0,fighter1
75,76,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Omari Akhmedov,Tom Breese,Middleweight,2,SUB,Omari Akhmedov,73.0,1,21,5,1,2.95,35.0,2.59,57.0,2.63,49.0,49.0,0.3,Tom Breese,73.0,2,12,3,0,3.34,50.0,2.81,60.0,0.0,0.0,0.0,1.1,0.0,-0.3899999999999997,-15.0,-0.2200000000000002,-3.0,49.0,2.63,-0.8,49.0,fighter1
76,77,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Ricky Simon,Gaetano Pirrello,Bantamweight,2,SUB,Ricky Simon,69.0,1,18,3,0,3.08,42.0,3.13,64.0,6.93,54.0,54.0,0.4,Gaetano Pirrello,,1,15,6,1,0.67,42.0,1.89,46.0,0.0,0.0,0.0,0.0,,2.41,0.0,1.24,18.0,54.0,6.93,0.4,54.0,fighter1
77,78,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Su Mudaerji,Zarrukh Adashev,Flyweight,3,U-DEC,Su Mudaerji,72.0,2,14,4,0,4.49,51.0,2.19,68.0,0.4,100.0,100.0,0.8,Zarrukh Adashev,65.0,2,3,3,0,1.93,23.0,3.35,60.0,0.0,0.0,0.0,0.0,7.0,2.5600000000000005,28.0,-1.1600000000000001,8.0,100.0,0.4,0.8,100.0,fighter1
78,79,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Dalcha Lungiambula,Markus Perez,Middleweight,3,U-DEC,Dalcha Lungiambula,76.0,1,11,2,0,1.85,50.0,2.27,43.0,2.07,50.0,50.0,0.0,Markus Perez,73.0,1,12,5,0,2.6,47.0,3.72,52.0,0.81,25.0,25.0,1.0,3.0,-0.75,3.0,-1.4500000000000002,-9.0,25.0,1.2599999999999998,-1.0,25.0,fighter1
79,80,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Francisco Figueiredo,Jerome Rivera,Flyweight,3,U-DEC,Francisco Figueiredo,69.0,2,12,3,1,1.93,54.0,2.07,76.0,4.0,66.0,66.0,0.0,Jerome Rivera,72.0,2,10,5,0,3.08,34.0,2.47,51.0,0.0,0.0,0.0,0.0,-3.0,-1.1500000000000001,20.0,-0.40000000000000036,25.0,66.0,4.0,0.0,66.0,fighter1
80,81,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Mike Davis,Mason Jones,Lightweight,3,U-DEC,Mike Davis,72.0,1,9,2,0,6.24,53.0,6.76,57.0,1.39,33.0,33.0,0.0,Mason Jones,,1,10,1,0,7.8,37.0,7.2,47.0,1.0,25.0,25.0,0.0,,-1.5599999999999996,16.0,-0.4400000000000004,10.0,8.0,0.3899999999999999,0.0,8.0,fighter1
81,82,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Umar Nurmagomedov,Sergey Morozov,Bantamweight,2,SUB,Umar Nurmagomedov,,1,13,0,0,2.89,60.0,0.81,76.0,8.67,45.0,45.0,1.7,Sergey Morozov,,1,16,4,0,0.81,23.0,2.89,39.0,0.0,0.0,0.0,0.0,,2.08,37.0,-2.08,37.0,45.0,8.67,1.7,45.0,fighter1
82,83,2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Manon Fiorot,Victoria Leonardo,Women's Flyweight,2,KO/TKO,Manon Fiorot,,1,6,1,0,5.8,53.0,1.86,79.0,1.64,100.0,100.0,0.0,Victoria Leonardo,64.0,1,8,4,0,3.4,37.0,4.15,47.0,2.39,37.0,37.0,0.0,,2.4,16.0,-2.29,32.0,63.0,-0.7500000000000002,0.0,63.0,fighter1
83,84,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Max Holloway,Calvin Kattar,Featherweight,5,U-DEC,Max Holloway,69.0,1,22,6,0,7.26,46.0,4.58,60.0,0.21,71.0,71.0,0.3,Calvin Kattar,72.0,1,22,5,0,5.07,42.0,8.16,50.0,0.37,30.0,30.0,0.0,-3.0,2.1899999999999995,4.0,-3.58,10.0,41.0,-0.16,0.3,41.0,fighter1
84,85,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Carlos Condit,Matt Brown,Welterweight,3,U-DEC,Carlos Condit,75.0,1,32,13,0,3.63,39.0,2.49,56.0,0.62,54.0,54.0,1.0,Matt Brown,75.0,1,24,18,0,3.69,54.0,2.67,55.0,1.56,44.0,44.0,1.4,0.0,-0.06000000000000005,-15.0,-0.17999999999999972,1.0,10.0,-0.9400000000000001,-0.3999999999999999,10.0,fighter1
85,86,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Li Jingliang,Santiago Ponzinibbio,Welterweight,1,KO/TKO,Li Jingliang,71.0,1,18,6,0,4.52,42.0,3.65,59.0,1.28,39.0,39.0,0.0,Santiago Ponzinibbio,73.0,1,28,4,0,4.21,40.0,4.05,64.0,0.52,44.0,44.0,0.0,-2.0,0.3099999999999996,2.0,-0.3999999999999999,-5.0,-5.0,0.76,0.0,-5.0,fighter1
86,87,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Alessio Di Chirico,Joaquin Buckley,Middleweight,1,KO/TKO,Alessio Di Chirico,74.0,1,13,5,0,3.3,41.0,3.24,62.0,1.62,45.0,45.0,0.0,Joaquin Buckley,76.0,2,12,4,0,4.58,36.0,5.46,51.0,0.6,16.0,16.0,0.0,-2.0,-1.2800000000000002,5.0,-2.2199999999999998,11.0,29.0,1.02,0.0,29.0,fighter1
87,88,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Punahele Soriano,Dusko Todorovic,Middleweight,1,KO/TKO,Punahele Soriano,72.0,2,8,0,0,4.46,43.0,2.86,52.0,2.6,66.0,66.0,0.0,Dusko Todorovic,74.0,1,10,1,0,7.45,62.0,5.42,46.0,0.53,6.0,6.0,0.0,-2.0,-2.99,-19.0,-2.56,6.0,60.0,2.0700000000000003,0.0,60.0,fighter1
88,89,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Joselyne Edwards,Wu Yanan,Women's Bantamweight,3,U-DEC,Joselyne Edwards,70.0,1,10,3,0,4.2,53.0,3.83,46.0,0.5,16.0,16.0,0.5,Wu Yanan,66.0,1,11,4,0,4.51,45.0,4.82,51.0,0.61,22.0,22.0,0.3,4.0,-0.3099999999999996,8.0,-0.9900000000000002,-5.0,-6.0,-0.10999999999999999,0.2,-6.0,fighter1
89,90,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Carlos Felipe,Justin Tafa,Heavyweight,3,S-DEC,Carlos Felipe,75.0,1,10,1,0,4.42,45.0,4.6,47.0,0.0,0.0,0.0,0.0,Justin Tafa,74.0,2,4,2,0,5.33,59.0,4.6,46.0,0.0,0.0,0.0,0.0,1.0,-0.9100000000000001,-14.0,0.0,1.0,0.0,0.0,0.0,0.0,fighter1
90,91,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Ramazan Emeev,David Zawada,Welterweight,3,S-DEC,Ramazan Emeev,76.0,2,20,4,0,2.5,45.0,1.98,66.0,2.33,29.0,29.0,0.5,David Zawada,75.0,1,17,6,0,3.24,40.0,4.07,54.0,0.96,30.0,30.0,2.2,1.0,-0.7400000000000002,5.0,-2.0900000000000003,12.0,-1.0,1.37,-1.7000000000000002,-1.0,fighter1
91,92,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Vanessa Melo,Sarah Moras,Women's Bantamweight,3,U-DEC,Vanessa Melo,65.0,1,11,8,0,3.48,30.0,6.13,59.0,0.0,0.0,0.0,0.0,Sarah Moras,67.0,1,6,8,0,2.28,34.0,3.58,50.0,0.67,21.0,21.0,0.8,-2.0,1.2000000000000002,-4.0,2.55,9.0,-21.0,-0.67,-0.8,-21.0,fighter1
92,93,2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Austin Lingo,Jacob Kilburn,Featherweight,3,U-DEC,Austin Lingo,70.0,1,8,1,0,3.57,44.0,3.17,62.0,1.0,66.0,66.0,0.0,Jacob Kilburn,72.0,1,8,4,0,2.56,33.0,6.78,35.0,0.51,5.0,5.0,0.5,-2.0,1.0099999999999998,11.0,-3.6100000000000003,27.0,61.0,0.49,-0.5,61.0,fighter1
93,94,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Stephen Thompson,Geoff Neal,Welterweight,5,U-DEC,Stephen Thompson,75.0,1,16,4,1,4.24,43.0,2.8,58.0,0.32,45.0,45.0,0.0,Geoff Neal,75.0,2,13,3,0,4.94,49.0,4.93,61.0,0.5,50.0,50.0,0.2,0.0,-0.7000000000000002,-6.0,-2.13,-3.0,-5.0,-0.18,-0.2,-5.0,fighter1
94,95,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Jose Aldo,Marlon Vera,Bantamweight,3,U-DEC,Jose Aldo,70.0,1,29,7,0,3.45,45.0,3.52,61.0,0.57,56.0,56.0,0.1,Marlon Vera,70.0,3,16,7,1,3.65,49.0,3.95,52.0,0.78,37.0,37.0,1.1,0.0,-0.19999999999999973,-4.0,-0.43000000000000016,9.0,19.0,-0.21000000000000008,-1.0,19.0,fighter1
95,96,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Michel Pereira,Khaos Williams,Welterweight,3,U-DEC,Michel Pereira,73.0,1,25,11,0,3.74,54.0,2.84,58.0,1.76,70.0,70.0,0.5,Khaos Williams,77.0,1,11,2,0,4.39,45.0,2.95,44.0,0.0,0.0,0.0,0.0,-4.0,-0.6499999999999995,9.0,-0.11000000000000032,14.0,70.0,1.76,0.5,70.0,fighter1
96,97,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Rob Font,Marlon Moraes,Bantamweight,1,KO/TKO,Rob Font,71.0,1,18,4,0,5.21,42.0,3.83,62.0,1.2,36.0,36.0,0.8,Marlon Moraes,67.0,1,23,8,1,3.38,39.0,4.11,56.0,1.0,41.0,41.0,0.4,4.0,1.83,3.0,-0.28000000000000025,6.0,-5.0,0.19999999999999996,0.4,-5.0,fighter1
97,98,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Marcin Tybura,Greg Hardy,Heavyweight,2,KO/TKO,Marcin Tybura,78.0,1,21,6,0,3.7,50.0,3.25,56.0,1.62,45.0,45.0,0.1,Greg Hardy,80.0,1,7,3,0 ,4.83,50.0,3.12,56.0,0.21,33.0,33.0,0.0,-2.0,-1.13,0.0,0.1299999999999999,0.0,12.0,1.4100000000000001,0.1,12.0,fighter1
98,99,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Anthony Pettis,Alex Morono,Welterweight,3,U-DEC,Anthony Pettis,72.0,1,24,10,0,3.05,47.0,3.44,54.0,0.61,50.0,50.0,1.1,Alex Morono,72.0,1,18,7,0,4.96,42.0,3.69,56.0,0.44,28.0,28.0,0.4,0.0,-1.9100000000000001,5.0,-0.25,-2.0,22.0,0.16999999999999998,0.7000000000000001,22.0,fighter1
99,100,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Pannie Kianzad,Sijara Eubanks,Women's Bantamweight,3,U-DEC,Pannie Kianzad,66.0,1,15,5,0,5.14,49.0,3.62,57.0,0.22,14.0,14.0,0.2,Sijara Eubanks,67.0,1,7,6,0,4.52,43.0,3.69,57.0,1.88,46.0,46.0,0.4,-1.0,0.6200000000000001,6.0,-0.06999999999999984,0.0,-32.0,-1.66,-0.2,-32.0,fighter1
100,101,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Deron Winn,Antonio Arroyo,Catch Weight,3,U-DEC,Deron Winn,70.0,1,7,2,0,4.74,47.0,5.17,50.0,4.98,52.0,52.0,0.0,Antonio Arroyo,73.0,1,9,4,0,3.08,70.0,1.72,44.0,1.4,41.0,41.0,0.3,-3.0,1.6600000000000001,-23.0,3.45,6.0,11.0,3.5800000000000005,-0.3,11.0,fighter1
101,102,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Taila Santos,Gillian Robertson,Women's Flyweight,3,U-DEC,Taila Santos,68.0,1,17,1,0,3.52,48.0,2.22,59.0,2.0,80.0,80.0,1.0,Gillian Robertson,63.0,1,9,5,0,2.05,51.0,2.1,51.0,2.64,46.0,46.0,0.9,5.0,1.4700000000000002,-3.0,0.1200000000000001,8.0,34.0,-0.6400000000000001,0.09999999999999998,34.0,fighter1
102,103,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Tafon Nchukwi,Jamie Pickett,Middleweight,3,U-DEC,Tafon Nchukwi,77.0,1,5,0,0,7.59,55.0,4.31,52.0,0.0,0.0,0.0,0.0,Jamie Pickett,80.0,1,11,5,0,2.84,55.0,4.84,46.0,1.48,40.0,40.0,0.4,-3.0,4.75,0.0,-0.5300000000000002,6.0,-40.0,-1.48,-0.4,-40.0,fighter1
103,104,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Jimmy Flick,Cody Durden,Flyweight,1,SUB,Jimmy Flick,68.0,1,16,5,0,1.99,58.0,2.3,50.0,1.81,50.0,50.0,7.2,Cody Durden,67.0,2,11,3,1,3.11,48.0,3.93,41.0,3.28,26.0,26.0,0.8,1.0,-1.1199999999999999,10.0,-1.6300000000000003,9.0,24.0,-1.4699999999999998,6.4,24.0,fighter1
104,105,2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Christos Giagos,Carlton Minus,Catch Weight,3,U-DEC,Christos Giagos,71.0,1,18,8,0,2.88,41.0,2.59,51.0,3.11,39.0,39.0,0.3,Carlton Minus,75.0,1,10,3,0,3.5,40.0,4.97,50.0,0.0,0.0,0.0,0.0,-4.0,-0.6200000000000001,1.0,-2.38,1.0,39.0,3.11,0.3,39.0,fighter1
105,106,2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Deiveson Figueiredo,Brandon Moreno,Flyweight,5,M-DEC,Deiveson Figueiredo,68.0,1,20,1,1,3.38,56.0,3.35,50.0,1.57,50.0,50.0,2.4,Brandon Moreno,70.0,1,18,5,2,3.41,38.0,3.41,59.0,2.01,45.0,45.0,0.6,-2.0,-0.03000000000000025,18.0,-0.06000000000000005,-9.0,5.0,-0.4399999999999997,1.7999999999999998,5.0,fighter1
106,107,2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Charles Oliveira,Tony Ferguson,Lightweight,3,U-DEC,Charles Oliveira,74.0,1,30,8,0,3.22,52.0,2.94,54.0,2.64,44.0,44.0,2.8,Tony Ferguson,76.0,1,26,5,0,5.46,45.0,3.94,59.0,0.45,42.0,42.0,1.1,-2.0,-2.2399999999999998,7.0,-1.0,-5.0,2.0,2.19,1.6999999999999997,2.0,fighter1
107,108,2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Mackenzie Dern,Virna Jandiroba,Women's Strawweight,3,U-DEC,Mackenzie Dern,63.0,1,10,1,0,3.74,38.0,3.81,61.0,0.28,5.0,5.0,2.2,Virna Jandiroba,64.0,1,16,2,0,2.39,46.0,3.08,54.0,3.16,53.0,53.0,2.0,-1.0,1.35,-8.0,0.73,7.0,-48.0,-2.88,0.20000000000000018,-48.0,fighter1
108,109,2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Kevin Holland,Jacare Souza,Middleweight,1,KO/TKO,Kevin Holland,81.0,1,21,5,0,4.74,57.0,2.77,56.0,1.19,42.0,42.0,0.8,Jacare Souza,72.0,1,26,9,0,2.53,46.0,2.85,62.0,2.55,39.0,39.0,1.4,9.0,2.2100000000000004,11.0,-0.08000000000000007,-6.0,3.0,-1.3599999999999999,-0.5999999999999999,3.0,fighter1
109,110,2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Ciryl Gane,Junior Dos Santos,Heavyweight,2,KO/TKO,Ciryl Gane,81.0,1,8,0,0,5.04,55.0,1.85,69.0,1.13,26.0,26.0,0.5,Junior Dos Santos,77.0,1,21,9,0,4.49,47.0,3.33,56.0,0.3,50.0,50.0,0.1,4.0,0.5499999999999998,8.0,-1.48,13.0,-24.0,0.8299999999999998,0.4,-24.0,fighter1
110,111,2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Cub Swanson,Daniel Pineda,Featherweight,2,KO/TKO,Cub Swanson,70.0,1,27,11,0,4.64,50.0,3.64,60.0,1.09,51.0,51.0,0.5,Daniel Pineda,69.0,1,27,14,0,3.41,49.0,2.72,44.0,1.55,29.0,29.0,1.8,1.0,1.2299999999999995,1.0,0.9199999999999999,16.0,22.0,-0.45999999999999996,-1.3,22.0,fighter1
